Date,Ticker,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Fiscal Year Ends,Most Recent Quarter  (mrq),Profit Margin,Operating Margin  (ttm),Return on Assets  (ttm),Return on Equity  (ttm),Revenue  (ttm),Revenue Per Share  (ttm),Quarterly Revenue Growth  (yoy),Gross Profit  (ttm),EBITDA,Net Income Avi to Common  (ttm),Diluted EPS  (ttm),Quarterly Earnings Growth  (yoy),Total Cash  (mrq),Total Cash Per Share  (mrq),Total Debt  (mrq),Total Debt/Equity  (mrq),Current Ratio  (mrq),Book Value Per Share  (mrq),Operating Cash Flow  (ttm),Levered Free Cash Flow  (ttm),Beta (5Y Monthly),52 Week Range3,S&P 500 52-Week Change3,52 Week High3,52 Week Low3,50-Day Moving Average3,200-Day Moving Average3,Avg Vol (3 month)3,Avg Vol (10 day)3,Shares Outstanding5,Implied Shares Outstanding6,Float8,% Held by Insiders1,% Held by Institutions1,Shares Short (6/28/2024)4,Short Ratio (6/28/2024)4,Short % of Float (6/28/2024)4,Short % of Shares Outstanding (6/28/2024)4,Shares Short (prior month 5/31/2024)4,Forward Annual Dividend Rate4,Forward Annual Dividend Yield4,Trailing Annual Dividend Rate3,Trailing Annual Dividend Yield3,5 Year Average Dividend Yield4,Payout Ratio4,Dividend Date3,Ex-Dividend Date4,Last Split Factor2,Last Split Date3,Shares Short (8/31/2018)4,Short Ratio (8/31/2018)4,Short % of Float (8/31/2018)4,Short % of Shares Outstanding (8/31/2018)4,Shares Short (prior month 7/31/2018)4,Shares Short4,Short Ratio4,Short % of Float4,Short % of Shares Outstanding4,Shares Short (prior month )4
2024-07-23,ADM,31.72B,42.18B,11.2,11.63,--,0.37,1.37,0.46,7.63,12/31/2023,3/31/2024,3.32%,3.26%,3.86%,12.36%,91.71B,172.47,-9.20%,--,4.52B,3.04B,5.73,-37.70%,830M,1.68,11.29B,47.95%,1.47,46.25,6.77B,4.74B,0.73,-25.45%,21.83%,87.3,50.72,61.86,64.29,3.93M,2.71M,494.44M,494.44M,489.97M,0.59%,81.36%,9.76M,2.05,2.26%,1.97%,12.17M,2,3.12%,1.85,2.88%,2.61,32.29%,9/8/2021,5/15/2024,105:100,8/30/2001,,,,,,,,,,
2024-07-23,ANET,107.25B,102.84B,47.6,43.29,2.27,17.91,13.64,16.91,41.17,12/31/2023,3/31/2024,37.64%,42.01%,16.81%,34.70%,6.08B,19.56,16.30%,--,2.5B,2.29B,7.19,46.10%,5.45B,17.39,65.9M,0.84%,5.01,25.07,2.17B,1.5B,1.11,96.59%,21.83%,376.5,149.1,328.3,266.93,2.41M,1.93M,313.36M,313.36M,256.38M,18.25%,69.82%,3.36M,1.4,1.11%,1.07%,3.64M,--,--,0.0,0.00%,--,0.00%,--,--,4:01,11/18/2021,,,,,,,,,,
2024-07-23,AJG,59.38B,66.24B,55.24,26.74,--,5.64,5.25,6.24,27.4,12/31/2023,3/31/2024,10.83%,30.87%,2.87%,10.30%,10.08B,46.64,19.90%,--,3.18B,1.09B,4.92,25.10%,1.76B,8.07,8.62B,75.99%,1.05,51.72,2.39B,2.64B,0.73,23.35%,21.83%,276.14,214.14,258.98,243.87,815.77k,682.01k,218.52M,218.52M,215.71M,1.15%,86.94%,3.35M,3.36,1.76%,1.53%,2.68M,2.4,0.88%,2.25,0.83%,1.32,45.73%,6/21/2024,6/7/2024,2:01,1/19/2001,,,,,,,,,,
2024-07-23,AIZ,8.81B,9.61B,11.85,11.11,--,0.8,1.79,0.84,--,12/31/2023,3/31/2024,6.73%,11.10%,2.06%,16.43%,11.37B,213.64,9.00%,--,1.29B,765.3M,14.3,108.10%,1.47B,28.37,2.08B,42.30%,0.4,94.57,961M,893.91M,0.54,30.70%,21.83%,189.48,129.54,169.76,168.94,353.66k,317.67k,51.99M,51.99M,51.67M,0.60%,96.16%,1.03M,2.91,2.61%,1.98%,984.5k,2.88,1.70%,2.84,1.68%,1.89,19.86%,6/24/2024,6/10/2024,--,--,,,,,,,,,,
2024-07-23,T,133.01B,279.54B,9.97,8.33,7.51,1.09,1.27,2.29,6.23,12/31/2023,3/31/2024,11.13%,21.99%,4.06%,13.03%,122.32B,17.02,-0.40%,--,42.15B,13.41B,1.86,-18.50%,3.59B,0.5,152.08B,126.10%,0.68,14.58,39.18B,18.97B,0.72,25.34%,21.83%,19.33,13.89,18.14,16.92,32.99M,33M,7.17B,7.18B,7.16B,0.09%,59.38%,112.27M,3.18,1.57%,1.57%,93.27M,1.11,5.98%,1.11,5.98%,7.11,59.68%,8/1/2024,7/10/2024,1324:1000,4/11/2022,,,,,,,,,,
2024-07-23,ATO,18.63B,25.91B,18.63,17.39,3.11,4.54,1.6,6.39,13.09,9/30/2023,3/31/2024,24.65%,33.77%,3.54%,9.16%,4.06B,27.23,6.90%,--,1.92B,999.04M,6.63,20.80%,521.12M,3.45,7.54B,64.86%,1.36,77.01,1.56B,-1.55B,0.67,-0.27%,21.83%,125.38,101.0,117.03,114.79,1.02M,870.91k,150.88M,150.88M,150.22M,0.30%,94.27%,4.3M,3.93,3.78%,2.85%,3.52M,3.22,2.61%,3.09,2.50%,2.41,46.61%,6/10/2024,5/24/2024,3:02,5/17/1994,,,,,,,,,,
2024-07-23,ADSK,52.86B,53.48B,53.32,30.4,1.87,9.4,24.46,9.47,39.44,1/31/2024,4/30/2024,17.66%,21.10%,8.28%,65.21%,5.65B,26.38,11.70%,--,1.31B,997M,4.61,56.50%,1.99B,9.21,2.61B,120.96%,0.69,10.05,1.08B,1.6B,1.49,16.37%,21.83%,279.53,192.01,230.38,232.48,2.07M,1.2M,215.51M,218.65M,215.48M,0.18%,93.07%,3.36M,1.04,1.56%,1.56%,2.22M,--,--,0.0,0.00%,0.48,0.00%,--,3/22/2005,2:01,12/21/2004,,,,,,,,,,
2024-07-23,ADP,101.50B,101.51B,27.71,24.69,2.80,5.43,21.94,5.37,17.74,6/30/2023,3/31/2024,19.56%,29.56%,4.96%,88.92%,18.91B,45.97,6.60%,--,5.49B,3.7B,8.95,13.60%,3.29B,8.04,3.4B,73.38%,1.01,11.29,4.04B,4.82B,0.79,3.12%,21.83%,256.84,205.53,244.4,240.86,1.5M,1.48M,409.29M,409.29M,408.49M,0.11%,83.54%,4.78M,2.76,1.17%,1.17%,4.05M,5.6,2.26%,5.3,2.14%,2.01,59.22%,7/1/2024,6/14/2024,1139:1000,10/1/2014,,,,,,,,,,
2024-07-23,AZO,50.53B,62.51B,20.49,17.86,1.40,2.97,--,3.48,14.68,8/26/2023,5/4/2024,14.60%,21.25%,14.20%,--,17.98B,"1,023.63",3.50%,--,4.25B,2.63B,144.34,0.60%,336M,19.67,12.26B,--,0.79,-282.21,3B,1.26B,0.71,18.25%,21.83%,"3,256.37","2,375.35","2,876.12","2,803.00",141.56k,100.67k,17.08M,17.08M,17.03M,0.27%,98.04%,376.17k,2.46,2.47%,2.20%,452.47k,--,--,0.0,0.00%,--,0.00%,--,--,2:1,4/21/1994,,,,,,,,,,
2024-07-23,AVB,29.76B,37.60B,31.10,41.67,6.50,10.6,2.54,13.4,18.89,12/31/2023,3/31/2024,33.81%,32.53%,2.82%,8.35%,2.83B,19.92,6.50%,--,1.74B,953.64M,6.74,18.10%,300.28M,2.12,8.13B,69.43%,1.18,82.50,1.58B,1.2B,0.97,8.73%,21.83%,211.20,160.45,200.41,184.38,627.59k,560.81k,142.19M,142.19M,141.18M,0.36%,93.00%,1.54M,2.26,1.50%,1.08%,1.76M,6.8,3.25%,6.65,3.18%,3.38,98.81%,7/15/2024,6/28/2024,--,--,,,,,,,,,,
2024-07-23,AVY,18.06B,21.11B,32.77,23.87,1.60,2.15,8.19,2.5,17.81,12/30/2023,3/30/2024,6.56%,12.41%,8.00%,26.10%,8.45B,104.85,4.20%,--,1.34B,554.2M,6.84,42.20%,221.7M,2.75,3.24B,147.02%,0.87,27.35,943.9M,731.52M,0.89,28.35%,21.83%,233.48,165.21,223.88,206.62,447.75k,467.58k,80.55M,80.55M,79.82M,0.75%,93.16%,1.58M,3.59,2.24%,1.96%,1.31M,3.52,1.57%,3.24,1.45%,1.61,47.37%,6/20/2024,6/5/2024,2:1,12/23/1996,,,,,,,,,,
2024-07-23,AXON,23.90B,23.55B,92.35,64.1,--,14.37,13.15,14.01,72.83,12/31/2023,3/31/2024,15.60%,3.53%,2.96%,16.29%,1.68B,22.45,34.30%,--,194.27M,262.31M,3.42,195.10%,1.06B,14.1,720.04M,39.61%,2.91,24.09,229.65M,199.21M,0.95,75.95%,21.83%,329.87,175.37,293.54,270.47,511.48k,490.63k,75.47M,75.47M,71.67M,4.98%,80.39%,2.58M,5.24,4.67%,3.42%,2.59M,--,--,0.0,0.00%,--,0.00%,--,--,2:1,11/30/2004,,,,,,,,,,
2024-07-23,BKR,35.59B,38.88B,19.92,16.81,1.01,1.38,2.31,1.48,10.15,12/31/2023,3/31/2024,6.95%,10.28%,4.84%,12.19%,26.21B,26.08,12.30%,--,3.9B,1.82B,1.79,-21.00%,2.72B,2.72,6.01B,38.62%,1.25,15.43,3.38B,1.87B,1.40,-0.22%,21.83%,37.58,28.32,33.37,32.76,6.12M,5.45M,998M,7M,995.57M,0.14%,96.57%,21.69M,3.1,2.80%,2.17%,22.83M,0.84,2.36%,0.8,2.24%,3.11,44.69%,5/16/2024,5/3/2024,--,--,,,,,,,,,,
2024-07-23,BALL,19.03B,23.11B,29.48,20.83,1.46,1.4,2.60,1.66,12.18,12/31/2023,3/31/2024,30.28%,7.72%,4.25%,11.94%,13.92B,44.20,-3.60%,--,2.05B,660M,2.08,"1,981.90%",1.72B,5.55,6.16B,83.45%,1.21,23.35,891M,819.25M,0.85,3.55%,21.83%,71.32,42.81,65.07,59.93,2.13M,1.69M,310.38M,310.38M,308.26M,0.38%,87.72%,6.73M,2.65,2.47%,2.17%,7.72M,0.8,1.30%,0.8,1.30%,1.03,38.46%,6/17/2024,6/3/2024,2:1,5/17/2017,,,,,,,,,,
2024-07-23,BAC,328.87B,--,14.84,12.82,4.27,3.44,1.23,6.98,--,12/31/2023,6/30/2024,26.32%,31.67%,0.77%,8.50%,93.16B,11.69,-0.80%,--,--,22.83B,2.85,-6.90%,1.01T,129.8,739.52B,--,--,34.39,--,--,1.36,31.57%,21.83%,44.44,24.96,40.08,34.59,35.12M,43.93M,7.77B,7.77B,7.75B,12.86%,60.12%,67.4M,1.79,0.99%,0.86%,72.31M,0.96,2.27%,0.96,2.27%,2.42,33.68%,6/28/2024,6/7/2024,2:1,8/30/2004,,,,,,,,,,
2024-07-23,BK,46.68B,--,14.99,11.59,0.83,2.76,1.28,4.69,--,12/31/2023,6/30/2024,19.47%,33.50%,0.80%,8.34%,17.59B,23.08,3.30%,--,--,3.2B,4.22,9.50%,172.27B,233.44,64.8B,--,--,49.46,--,--,1.08,41.21%,21.83%,65.91,39.66,59.87,53.77,3.56M,5.36M,737.96M,748.67M,735.77M,0.15%,87.12%,6.91M,1.86,0.92%,0.92%,9.37M,1.88,2.97%,1.68,2.66%,2.97,39.81%,8/2/2024,7/22/2024,9434:10000,7/2/2007,,,,,,,,,,
2024-07-23,BBWI,8.37B,12.97B,9.68,11.6,0.94,1.15,--,1.75,7.90,2/3/2024,5/4/2024,11.92%,13.51%,15.25%,--,7.42B,32.67,-0.90%,--,1.57B,884M,3.87,7.40%,855M,3.83,5.46B,--,1.57,-7.52,986M,564.63M,1.83,6.84%,21.83%,52.99,27.30,43.58,41.30,3.02M,3.19M,223.23M,223.23M,209.17M,0.31%,98.00%,8.12M,2.15,4.13%,3.64%,5.61M,0.8,2.13%,0.8,2.13%,5.47,20.67%,6/21/2024,6/7/2024,1237:1000,8/3/2021,,,,,,,,,,
2024-07-23,BAX,18.02B,29.16B,--,12.12,--,1.2,2.20,1.96,16.46,12/31/2023,3/31/2024,17.79%,10.05%,3.54%,-0.42%,14.89B,29.39,2.20%,--,2.87B,-38M,-0.08,-15.90%,3.03B,5.94,14.17B,172.07%,1.48,16.04,1.41B,1.58B,0.57,-27.54%,21.83%,49.29,31.01,34.22,37.37,4.8M,5M,509.58M,509.58M,507.32M,0.38%,91.89%,8.56M,1.82,2.20%,1.68%,5.34M,1.16,3.28%,1.16,3.28%,1.80,252.17%,10/1/2024,8/30/2024,1841:1000,7/1/2015,,,,,,,,,,
2024-07-23,BDX,66.79B,81.62B,49.48,15.6,--,3.41,2.60,4.14,18.54,9/30/2023,3/31/2024,6.76%,16.43%,3.20%,5.37%,19.72B,68.17,4.60%,--,5.07B,1.36B,4.67,16.70%,3.18B,10.99,18.01B,70.23%,1.41,88.74,3.76B,3.92B,0.44,-18.43%,21.83%,286.46,218.75,232.63,239.40,1.48M,1.44M,289.01M,289.01M,288.34M,0.31%,88.40%,2.32M,1.42,0.80%,0.80%,2.23M,3.8,1.64%,3.72,1.61%,1.36,79.66%,6/28/2024,6/10/2024,1025:1000,4/1/2022,,,,,,,,,,
2024-07-23,BRK-B,940.35B,1.03T,12.86,19.76,--,2.3,1.64,2.5,--,12/31/2023,3/31/2024,19.90%,18.39%,5.71%,13.57%,368.96B,"255,402.66",5.20%,--,107.05B,73.42B,33.92,-64.20%,188.99B,"131,537.44",122.75B,21.25%,1.80,"397,506.28",51.07B,55.09B,0.87,25.43%,21.83%,449.25,330.58,413.81,387.47,3.58M,4.11M,1.31B,2.16B,1.22M,0.39%,66.04%,10.1M,2.48,0.87%,0.47%,11.06M,--,--,0.0,0.00%,--,0.00%,--,--,50:1,1/21/2010,,,,,,,,,,
2024-07-23,BBY,19.19B,21.96B,15.61,14.9,1.71,0.45,6.23,0.51,8.50,2/3/2024,5/4/2024,2.90%,3.70%,7.44%,42.31%,42.83B,197.36,-6.50%,--,2.66B,1.24B,5.7,0.80%,1.21B,5.63,3.98B,129.27%,1.01,14.26,1.96B,1.12B,1.50,4.72%,21.83%,93.72,62.30,82.90,76.15,3.42M,3.18M,215.71M,215.71M,196.24M,8.78%,85.99%,13.7M,2.92,8.12%,6.35%,14.14M,3.76,4.23%,3.7,4.16%,3.38,64.91%,7/11/2024,6/20/2024,3:2,8/4/2005,,,,,,,,,,
2024-07-23,BIO,8.57B,8.33B,--,27.78,1.19,3.35,0.95,3.2,--,12/31/2023,3/31/2024,-12.37%,8.48%,1.69%,-3.43%,2.61B,90.02,-9.80%,--,502.99M,-322.37M,-10.69,456.70%,1.65B,57.69,1.4B,15.47%,6.57,317.32,346.57M,120.82M,0.93,-28.20%,21.83%,431.79,261.59,287.27,308.85,256.37k,255.09k,23.45M,28.58M,19.97M,15.20%,82.41%,1.28M,4.2,7.19%,4.50%,752.15k,--,--,0.0,0.00%,--,0.00%,--,--,2:1,3/8/2002,,,,,,,,,,
2024-07-23,TECH,12.26B,12.60B,62.22,37.04,--,10.86,6.08,10.92,35.03,6/30/2023,3/31/2024,17.59%,23.74%,6.11%,10.40%,1.15B,7.32,3.20%,--,326.3M,202.96M,1.25,-30.10%,145.31M,0.92,494.73M,24.56%,4.08,12.78,306.88M,192.58M,1.29,-9.78%,21.83%,89.15,51.79,77.06,70.68,1.08M,831.41k,157.58M,157.58M,155.84M,0.97%,102.28%,5.02M,4.55,4.13%,3.18%,5.73M,0.32,0.41%,0.32,0.41%,0.43,25.60%,5/24/2024,5/10/2024,4:1,11/30/2022,,,,,,,,,,
2024-07-23,BIIB,33.00B,38.87B,28.33,14.93,6.24,3.42,2.17,4.02,18.45,12/31/2023,3/31/2024,12.07%,27.28%,4.86%,8.05%,9.66B,66.69,-7.00%,--,2.52B,1.17B,8.0,1.40%,1.07B,7.38,6.95B,45.66%,2.10,104.49,1.65B,899.92M,-0.04,-16.16%,21.83%,280.42,189.44,227.04,231.84,1.08M,891.96k,145.6M,145.6M,145.09M,0.16%,93.01%,2.74M,2.48,2.13%,1.88%,3.02M,--,--,0.0,0.00%,--,0.00%,--,--,3:1,1/18/2001,,,,,,,,,,
2024-07-23,BLK,124.97B,125.54B,20.93,19.88,2.45,6.77,3.15,6.72,15.31,12/31/2023,6/30/2024,32.36%,37.75%,--,--,18.69B,125.64,7.70%,--,7.25B,6.05B,40.31,9.40%,9.61B,64.81,11.63B,27.86%,--,267.04,--,--,1.33,13.03%,21.83%,851.88,596.18,793.77,765.45,578.53k,711.18k,148.2M,148.7M,138.74M,0.93%,88.33%,1.7M,2.8,1.15%,1.14%,1.87M,20.4,2.42%,20.2,2.40%,2.50,50.15%,6/24/2024,6/7/2024,--,--,,,,,,,,,,
2024-07-23,BX,108.46B,--,53.89,29.33,2.21,12.53,15.87,14.01,--,12/31/2023,6/30/2024,20.25%,42.88%,8.70%,18.93%,9.86B,12.83,-2.60%,--,--,2B,2.63,-26.10%,2.38B,3.1,11.83B,63.35%,1.00,8.90,--,--,1.49,35.23%,21.83%,145.14,88.59,124.72,119.55,3.31M,4.67M,722.54M,1.22B,718.84M,0.99%,69.35%,19.41M,6.75,2.73%,2.58%,17.41M,3.39,2.40%,3.39,2.40%,3.64,128.24%,8/5/2024,7/29/2024,--,--,,,,,,,,,,
2024-07-23,BA,109.82B,150.23B,--,29.5,6.53,1.42,--,1.97,64.26,12/31/2023,3/31/2024,-2.81%,0.41%,0.38%,--,76.44B,125.63,-7.50%,--,2.68B,-2.15B,-3.54,--,7.53B,12.27,47.94B,--,1.14,-27.73,2.92B,3.07B,1.56,-16.45%,21.83%,267.54,159.70,181.58,198.05,6.42M,5.15M,613.88M,613.88M,580.62M,0.07%,64.10%,14.31M,2.44,2.33%,2.33%,11.82M,--,--,0.0,0.00%,2.48,0.00%,3/6/2020,2/13/2020,2:1,6/9/1997,,,,,,,,,,
2024-07-23,BKNG,132.64B,134.10B,29.44,22.22,1.05,6.35,34.95,6.09,17.38,12/31/2023,3/31/2024,21.81%,18.39%,14.85%,--,22B,623.53,16.90%,--,6.81B,4.8B,132.92,191.70%,15.99B,471.33,17.46B,--,1.22,-118.94,7.16B,6.01B,1.38,32.86%,21.83%,"4,144.32","2,733.04","3,879.01","3,502.77",218.18k,185.78k,33.93M,33.93M,33.83M,0.15%,96.43%,790.59k,3.73,2.33%,2.33%,741.89k,35,0.90%,8.75,0.22%,--,6.59%,6/28/2024,6/7/2024,1:6,6/16/2003,,,,,,,,,,
2024-07-23,BWA,7.44B,10.28B,11.22,8.38,1.31,0.53,1.27,0.71,6.07,12/31/2023,3/31/2024,4.26%,8.43%,5.07%,10.92%,14.41B,62.24,6.30%,--,1.86B,677M,2.91,-5.10%,1.04B,4.55,3.88B,64.27%,1.54,25.64,1.2B,700.5M,1.21,-29.02%,21.83%,46.77,29.51,34.24,34.18,2.82M,2.52M,227.84M,230.04M,225.62M,0.67%,99.25%,10.77M,3.22,5.41%,4.73%,12.65M,0.44,1.35%,0.5,1.53%,1.68,17.18%,6/17/2024,6/3/2024,1136:1000,7/5/2023,,,,,,,,,,
2024-07-23,BSX,115.07B,123.74B,65.77,33.56,1.94,7.84,5.78,8.41,34.06,12/31/2023,3/31/2024,12.05%,17.97%,4.54%,9.25%,14.71B,10.06,13.80%,--,3.74B,1.76B,1.19,57.30%,2.33B,1.58,11B,54.55%,1.66,13.56,2.48B,1.65B,0.79,49.34%,21.83%,79.43,48.35,76.17,64.73,5.87M,5.74M,1.47B,1.47B,1.47B,0.19%,92.69%,11.25M,2.02,0.77%,0.77%,13.38M,--,--,0.0,0.00%,--,0.00%,--,--,2:1,11/6/2003,,,,,,,,,,
2024-07-23,BMY,86.50B,134.24B,22.79,84.75,33.80,1.93,5.25,2.95,25.23,12/31/2023,3/31/2024,-13.50%,19.25%,5.39%,-25.33%,45.53B,22.21,4.70%,--,18.17B,-6.15B,-3.1,--,9.67B,4.77,57.46B,347.21%,1.11,8.14,13.72B,16.37B,0.44,-33.09%,21.83%,64.65,39.35,41.89,48.68,15.88M,15.32M,2.03B,2.03B,2.02B,0.10%,79.09%,31.62M,1.88,1.56%,1.56%,28.73M,2.4,5.62%,2.34,5.48%,3.32,59.84%,8/1/2024,7/5/2024,1000000:951777,8/7/2001,,,,,,,,,,
2024-07-23,AVGO,749.72B,813.92B,69.39,26.81,1.19,16.99,10.72,19.1,39.88,10/29/2023,8/1/2021,24.10%,31.76%,7.43%,22.23%,42.62B,9.79,16.40%,--,21.29B,10.22B,2.32,172.70%,11.11B,27.02,40.46B,166.03%,1.25,59.22,18.94B,20.22B,1.19,75.45%,21.83%,185.16,79.51,153.77,123.49,35.91M,34.2M,4.65B,4.65B,405.25M,2.03%,79.64%,53.74M,1.07,1.33%,1.15%,56.48M,2.1,1.30%,2.04,1.26%,2.88,84.88%,6/28/2024,6/24/2024,10:1,7/15/2024,,,,,,,,,,
2024-07-23,BR,24.20B,27.69B,34.94,23.98,1.74,3.81,10.67,4.32,18.47,6/30/2023,3/31/2024,10.92%,17.55%,7.73%,32.77%,6.4B,54.32,4.90%,--,1.49B,699M,5.86,7.70%,236.4M,2,3.73B,164.35%,1.39,19.21,1.06B,845.39M,1.05,19.68%,21.83%,211.68,164.99,200.12,195.57,506.3k,531.01k,118.18M,118.18M,117.49M,0.64%,92.08%,1.43M,2.53,1.39%,1.21%,1.27M,3.2,1.56%,3.12,1.53%,1.63,53.33%,7/5/2024,6/14/2024,--,--,,,,,,,,,,
2024-07-23,BRO,26.57B,29.75B,28.75,25.71,--,6.07,4.60,6.94,18.50,12/31/2023,6/30/2024,22.12%,30.99%,5.53%,17.95%,4.49B,15.89,13.60%,--,1.54B,987.6M,3.24,35.00%,1.12B,3.91,4.3B,71.16%,1.13,21.14,993.8M,796.39M,--,28.55%,21.83%,99.08,66.73,90.33,80.56,1.14M,1M,285.25M,285.26M,237.14M,16.36%,74.73%,4.36M,3.75,1.83%,1.53%,3.2M,0.52,0.56%,0.25,0.26%,0.70,15.12%,8/14/2024,8/7/2024,2:1,3/29/2018,,,,,,,,,,
2024-07-23,BF-B,20.78B,23.44B,20.34,22.88,4.45,4.97,5.85,5.61,15.50,4/30/2024,4/30/2024,24.51%,24.69%,8.98%,30.18%,4.18B,8.77,-7.80%,--,1.23B,1.02B,2.14,28.50%,446M,0.94,3.2B,90.90%,2.59,7.44,647M,337.25M,0.73,-37.62%,21.83%,71.27,41.42,44.57,52.48,2.29M,1.91M,303.54M,477.52M,333.82M,1.97%,54.67%,15.3M,4.68,5.24%,3.24%,12.99M,0.87,2.00%,0.85,1.95%,1.15,39.56%,7/1/2024,6/7/2024,5:4,3/1/2018,,,,,,,,,,
2024-07-23,BLDR,19.63B,23.18B,13.83,12.38,--,1.18,3.96,1.36,8.77,12/31/2023,3/31/2024,8.57%,9.60%,12.03%,30.49%,17.11B,137.95,0.20%,--,2.64B,1.47B,11.63,-22.50%,697.48M,5.71,4.25B,85.66%,2.21,40.61,1.97B,1.25B,2.04,13.27%,21.83%,214.70,105.24,152.32,161.48,2.07M,2.09M,122.06M,122.06M,119.36M,1.80%,95.19%,3.11M,1.45,3.36%,2.55%,3.79M,--,--,0.0,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,BG,15.98B,18.81B,9.10,13.4,1.71,0.29,1.51,0.33,5.30,12/31/2023,3/31/2024,3.22%,3.71%,6.95%,17.35%,57.63B,391.61,-12.50%,--,3.4B,1.86B,12.4,-61.40%,3.14B,22.16,5.97B,51.76%,1.99,74.52,3.37B,1.66B,0.66,4.49%,21.83%,116.59,86.10,106.67,101.84,1.31M,1.01M,141.6M,141.67M,140.28M,0.89%,89.80%,4.37M,3.01,4.99%,3.09%,5.74M,2.72,2.41%,2.65,2.35%,2.90,21.07%,3/4/2025,8/19/2024,--,--,,,,,,,,,,
2024-07-23,BXP,10.66B,26.11B,55.63,28.65,1.33,3.22,1.82,7.89,14.98,12/31/2023,3/31/2024,5.85%,29.67%,2.58%,3.53%,3.28B,20.92,5.90%,--,1.88B,192.21M,1.22,2.60%,701.69M,4.47,16.16B,195.18%,0.92,37.30,1.27B,998.6M,1.20,7.19%,21.83%,73.97,50.64,62.08,62.32,1.19M,1.36M,157.06M,157.05M,156.19M,0.21%,101.83%,7.36M,5.67,6.41%,4.68%,8.08M,3.92,5.78%,3.92,5.78%,4.64,321.31%,7/31/2024,6/28/2024,--,--,,,,,,,,,,
2024-07-23,CDNS,78.21B,78.50B,74.37,48.31,2.68,18.83,18.35,18.86,52.61,12/31/2023,6/30/2024,25.36%,27.70%,12.08%,29.44%,4.16B,15.43,8.60%,--,1.36B,1.06B,3.85,3.80%,1.06B,3.91,1.35B,31.65%,1.43,15.73,1.08B,699.42M,--,20.48%,21.83%,328.99,217.77,301.29,285.35,1.61M,2.05M,272.42M,272.42M,268.4M,0.80%,91.14%,3.71M,2.15,1.54%,1.36%,3.51M,--,--,0.0,0.00%,--,0.00%,--,--,2:1,11/17/1997,,,,,,,,,,
2024-07-23,CZR,7.87B,19.41B,10.29,107.53,10.23,0.69,1.79,1.7,5.34,12/31/2023,3/31/2024,6.68%,17.91%,4.57%,19.99%,11.44B,53.15,-3.10%,--,3.71B,764M,3.54,--,726M,3.36,25.92B,564.91%,0.69,20.39,1.72B,552.75M,2.98,-37.30%,21.83%,60.27,31.74,36.72,41.39,4.81M,4.72M,216.05M,223.18M,206.03M,0.72%,97.93%,18.5M,3.5,9.69%,8.56%,20.42M,--,--,0.0,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,CPT,12.09B,15.55B,27.81,65.36,--,7.97,2.46,10.05,13.33,12/31/2023,3/31/2024,28.66%,19.76%,2.20%,9.06%,1.55B,14.30,2.00%,--,900.57M,444.56M,4.08,100.10%,92.69M,0.87,3.56B,71.27%,0.30,45.30,791.13M,731.09M,0.90,2.40%,21.83%,115.66,82.81,107.58,98.54,811.01k,716.54k,106.53M,106.53M,104.8M,1.50%,98.12%,3.43M,4.31,4.56%,3.22%,2.69M,4.12,3.63%,4.03,3.55%,3.16,98.77%,7/17/2024,6/28/2024,--,--,,,,,,,,,,
2024-07-23,CPB,13.80B,20.87B,18.71,14.27,1.63,1.47,3.53,2.22,13.02,7/30/2023,4/28/2024,7.85%,15.28%,6.64%,19.70%,9.41B,31.55,6.30%,--,1.83B,739M,2.47,-16.90%,107M,0.36,7.48B,191.16%,0.62,13.13,1.12B,600.75M,0.16,-0.11%,21.83%,48.63,37.94,45.09,43.23,2.64M,2.27M,298.55M,298.55M,191.14M,35.53%,54.19%,18.7M,5.44,9.76%,6.26%,17.12M,1.48,3.20%,1.48,3.20%,3.11,59.92%,7/29/2024,7/3/2024,2:1,3/18/1997,,,,,,,,,,
2024-07-23,COF,55.42B,--,11.36,10.48,1.87,1.49,0.96,2.82,--,12/31/2023,3/31/2024,19.30%,23.83%,1.09%,9.26%,26.97B,70.55,10.00%,--,--,4.9B,12.77,33.30%,52.63B,137.79,54.36B,--,--,138.60,20.59B,--,1.46,26.72%,21.83%,153.35,88.23,139.23,129.16,2.34M,2.72M,381.92M,382.15M,364.46M,4.34%,89.83%,9.37M,3.86,2.48%,2.45%,10.36M,2.4,1.65%,2.4,1.65%,1.78,18.79%,5/24/2024,5/10/2024,3:1,6/2/1999,,,,,,,,,,
2024-07-23,CAH,23.24B,25.38B,42.22,12.66,0.29,0.11,--,0.12,14.96,6/30/2023,3/31/2024,0.25%,1.07%,2.92%,--,220.57B,891.20,8.80%,--,2.78B,552M,2.26,-25.20%,3.72B,15.27,5.85B,--,0.98,-13.38,2.54B,1.67B,0.62,1.80%,21.83%,116.04,85.12,98.09,102.56,2.05M,1.82M,243.57M,243.57M,242.39M,0.58%,91.12%,6.12M,2.71,3.35%,2.51%,6.87M,2.02,2.12%,2.0,2.10%,3.17,88.60%,7/15/2024,7/1/2024,3:2,4/23/2001,,,,,,,,,,
